Tweet,Offensive
@user what the fuck do you gain from posting on your private instead of your public ,0
@user @user I warn you against asking for that this Rosh Hashana. Look how gun control worked out for us in Germany. ,0
@user The NRA supported gun control when Reagan was governor of california when black people began buying guns. ,0
@user Both need to drink a cup of red ginseng tea and go to a neutral menopausal corner. ,0
@user @user doesn.t the state of Israel do exactly the same but you are a friend of theirs... how come they are different and you see them as a Friend. ,0
@user He needs to lose some weight ,0
@user I love my penis and want to keep it. Would rather smoke a joint. ,1
@user @user @user @user Point is they are trying to make a statement. And (some) trump chumps are guilty of much worse than anything antifa has done in the goal of trying to make a statement ,0
@user @user Actually you are wrong.  All of the numbers are substantially better under Trump and it's directly the effect of his tax cuts and deregulations. ,0
@user Colin refused the offer he was offered and the @user is grossly overpaid ,0
@user @user @user You forgot he is also your president ,0
@user Grateful Trump doesn’t have a dog in the White House. He is a cruel man. ,1
"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."""" #MAGA #tcot"""" ",0
"@user @user Why? Plenty of people have taken a stance in favor of common sense gun control"""" and it doesn't mean jack shit since they don't have a plan for common sense gun control.  Would it really help to have the ASB and ASA also spouting empty buzzwords?"""" ",1
@user Dam Lorna you are So So Sexy! Mmmmmm Gorgeous n Edible!!! ,0
@user @user @user @user I raise you with the Lion if the senate.  He actually killed someone yet LIBERALS continued to send him to back to congress for 47 years.  Blather on ,0
@user A lot of democrats and liberals are even criticizing him for giving him the hug he asked for!! ,0
@user And this from the clown that should be in prison? ,1
@user @user @user @user Numerous Jewish groups have come out and denounced the misuse of AS as a tool to smear and bludgeon Corbyn. You are welcome to Google this. Not all Jews agree with you. ,0
@user Good riddance. ,0
@user @user @user @user Connections are vital with all of the crap Twitter forces on conservatives. ,1
"@user @user It is not a crisis"""" . The Conservatives think everything is a crisis- the asylum seekers,  the economy, TMX  now NAFTA. Just relax guys the adults are in the room."""" ",0
@user Those options are weak the situation was lot more complex. To answer your question tho she is a star and if her head is big she earned it and no the umpires shouldnt boycott. People always want to make and example out of serena like this has never happened before ,0
@user @user If Trump wins 2020 and growth continues will the crazy liberals still be thanking Obama 6 years from now.  Of coarse the will because when the argument is lost all that is left is too dispute the facts. ,1
@user @user takes a break from fluffing the @user ,0
@user Finally a administration that cares about its legal citizens ,0
@user @user Kirk Douglas you are not. ,0
@user Important story on business’ growth limitations due to historically low unemployment rates in WI  ,0
@user What's MAGA stand for? My Attorney Got Arrested? 😂🤣 ,0
@user Niggaz buying pussy bitches trying to buy love... ,1
@user @user Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm. ,1
@user This is like fuckin cool  .. .. hold your horses .... freckles... ohhhjhhh god ,0
@user @user Because he will have ate it ,0
@user Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help? ,0
@user @user He is what he is by now. ,0
@user What shitty wipers you have ,1
@user @user @user @user @user @user @user @user @user @user I dont think so..it would mean he is in trouble.  Dont wish that on anyone.  Isn't that where the Cumm Inn is at? ,1
@user @user @user Pearl bhaiya you are amazing ,0
@user @user @user I will never forget what levels you racist liberals went to and what you did to Clarence Thomas. Liberals are  the worst people ever. ,1
@user Go Pack Go!  #MaunaLoa  🏈😠 #CrunchToADifferentBeat #NFL #NCAA ,0
@user She is textbook colonizer ,0
@user @user has the same lack of morals as her mother! Abortion is murder! ,1
@user Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage. ,1
@user He'll be replaced. . . . . . . . by another Muslim. ,0
@user Gabole negatif thinking dong ,0
@user @user My dumbass was really thinking how in the hell is she been pregnant for the last 6 years😭😭 ,1
@user Are facts a “dangerous line?” A hate Trump liberal activist makes a 37 year old claim that is completely out of character for Judge Kavanaugh and we shouldn’t question it? This is a total scam and I’m fed up with liberals turning our SC Confirmations into the Jerry Springer show. ,1
@user @user I'm waiting for the liberals to squeal that those sandwiches could feed poor families ,1
@user @user @user Well that's going to send the fake makers of main stream media and the left liberals and the powers behind them nuclear. Amazingly powerful world changing moment in humanitys history. #qanon it's everything we've been told to expect! #WWG1WGA #MAGA #MBGA ,1
@user @user @user @user @user He is a point guard whose assist to turnover was 1/1. ,0
@user She is AWESOME. Thanks ,0
@user This terrorist fanboy @user and his saddo @user cronies are wholly unfit to hold any public office. A proper @user #Brexit supporting Tory PM would have wiped them out politically by now. ,1
.@USER won this round. Yucker ALWAYS interrupts his guests and it didn’t work this time. He is so rude. #MichaelAvenatti ,1
@user @user I will always be cruising to Bray Wyatt for you no matter what he is a good man like you and your brother ,0
@user Tina Thank You ❤ i'm 💯 All In For  President Trump❤ #MAGA  💯🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,0
Shouldn't pussy grabbing @user be the one wearing the gloves while handling food? #MAGA ,1
"@user @user @user @user and no one is attacking Trump supporters at large""""  Ever heard of Antifa?  I thought you were leaving long ago anyway?  Why are you still wasting my time?"""" ",0
@user @user @user Glad her career is ruined by the way. She deserves to be ruined after what she done. Just because she WAS a celebrity doesn't mean she should be excused. Doesn't mean she is above the law. ,1
@user President Donald J Trump brings good will to all! MAGA! SPYGATE! NOBEL! ,0
@user the criminals need gun control ,0
@user She's hiding! Republicans don't have an Antifa! ,0
